Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
"47,162",822.04,314.06,192.49,1.63,0.79,"47,619",245.05,0.72,0.99,0.88,0.78,0.01,0.00,0.61,0.99,SIRA
"47,165",813.50,314.50,191.89,1.64,0.79,"47,624",245.06,0.69,0.99,0.90,0.78,0.01,0.00,0.61,1.00,SIRA
"47,166",809.70,310.78,193.82,1.60,0.78,"47,566",245.06,0.78,0.99,0.90,0.79,0.01,0.00,0.62,1.00,SIRA
"47,174",808.25,300.47,200.61,1.50,0.74,"47,646",245.08,0.75,0.99,0.91,0.82,0.01,0.00,0.67,1.00,SIRA
"47,179",809.86,299.12,201.35,1.49,0.74,"47,703",245.09,0.71,0.99,0.90,0.82,0.01,0.00,0.67,1.00,SIRA
"47,182",821.45,300.49,201.15,1.49,0.74,"47,785",245.10,0.71,0.99,0.88,0.82,0.01,0.00,0.67,0.99,SIRA
"47,184",825.52,309.46,194.79,1.59,0.78,"47,749",245.11,0.69,0.99,0.87,0.79,0.01,0.00,0.63,1.00,SIRA
"47,184",857.00,302.87,199.12,1.52,0.75,"47,992",245.11,0.74,0.98,0.81,0.81,0.01,0.00,0.65,1.00,SIRA
"47,189",804.93,304.39,197.90,1.54,0.76,"47,596",245.12,0.81,0.99,0.92,0.81,0.01,0.00,0.65,1.00,SIRA
"47,201",816.99,305.07,198.00,1.54,0.76,"47,733",245.15,0.69,0.99,0.89,0.80,0.01,0.00,0.65,0.99,SIRA
"47,209",832.90,317.63,190.14,1.67,0.80,"47,820",245.17,0.76,0.99,0.86,0.77,0.01,0.00,0.60,1.00,SIRA
"47,224",805.65,300.92,200.78,1.50,0.74,"47,747",245.21,0.81,0.99,0.91,0.81,0.01,0.00,0.66,1.00,SIRA
"47,224",813.70,308.35,195.56,1.58,0.77,"47,759",245.21,0.80,0.99,0.90,0.80,0.01,0.00,0.63,1.00,SIRA
"47,225",825.35,315.63,191.00,1.65,0.80,"47,801",245.21,0.73,0.99,0.87,0.78,0.01,0.00,0.60,1.00,SIRA
"47,228",818.20,308.29,195.99,1.57,0.77,"47,746",245.22,0.71,0.99,0.89,0.80,0.01,0.00,0.63,1.00,SIRA
"47,229",817.74,310.67,195.01,1.59,0.78,"47,778",245.22,0.68,0.99,0.89,0.79,0.01,0.00,0.62,0.99,SIRA
"47,237",819.74,311.55,193.57,1.61,0.78,"47,804",245.24,0.70,0.99,0.88,0.79,0.01,0.00,0.62,1.00,SIRA
"47,245",826.03,316.73,190.58,1.66,0.80,"47,809",245.26,0.80,0.99,0.87,0.77,0.01,0.00,0.60,1.00,SIRA
"47,252",819.85,316.00,191.26,1.65,0.80,"47,690",245.28,0.80,0.99,0.88,0.78,0.01,0.00,0.60,1.00,SIRA
"47,255",816.13,310.68,193.83,1.60,0.78,"47,667",245.29,0.78,0.99,0.89,0.79,0.01,0.00,0.62,1.00,SIRA
"47,257",831.16,318.99,189.05,1.69,0.81,"47,715",245.29,0.69,0.99,0.86,0.77,0.01,0.00,0.59,1.00,SIRA
"47,259",828.29,320.77,188.03,1.71,0.81,"47,818",245.30,0.73,0.99,0.87,0.76,0.01,0.00,0.58,1.00,SIRA
"47,261",817.57,301.82,200.14,1.51,0.75,"47,738",245.31,0.69,0.99,0.89,0.81,0.01,0.00,0.66,1.00,SIRA
"47,264",820.00,302.61,199.82,1.51,0.75,"47,983",245.31,0.74,0.99,0.88,0.81,0.01,0.00,0.66,1.00,SIRA
"47,265",818.13,310.70,194.39,1.60,0.78,"47,798",245.32,0.78,0.99,0.89,0.79,0.01,0.00,0.62,1.00,SIRA
"47,270",808.68,296.36,203.79,1.45,0.73,"47,765",245.33,0.78,0.99,0.91,0.83,0.01,0.00,0.69,1.00,SIRA
"47,273",817.06,306.03,197.04,1.55,0.77,"47,838",245.34,0.71,0.99,0.89,0.80,0.01,0.00,0.64,1.00,SIRA
"47,282",823.47,309.98,194.54,1.59,0.78,"47,900",245.36,0.70,0.99,0.88,0.79,0.01,0.00,0.63,1.00,SIRA
"47,283",808.17,294.57,205.10,1.44,0.72,"47,864",245.36,0.79,0.99,0.91,0.83,0.01,0.00,0.69,1.00,SIRA
"47,288",818.79,310.72,194.21,1.60,0.78,"47,795",245.38,0.75,0.99,0.89,0.79,0.01,0.00,0.62,1.00,SIRA
"47,291",827.42,325.03,186.27,1.74,0.82,"47,888",245.38,0.77,0.99,0.87,0.75,0.01,0.00,0.57,0.99,SIRA
"47,314",827.29,307.22,196.63,1.56,0.77,"47,889",245.44,0.81,0.99,0.87,0.80,0.01,0.00,0.64,1.00,SIRA
"47,314",828.18,323.61,186.52,1.73,0.82,"47,729",245.44,0.77,0.99,0.87,0.76,0.01,0.00,0.58,1.00,SIRA
"47,316",817.43,304.48,198.39,1.53,0.76,"47,904",245.45,0.72,0.99,0.89,0.81,0.01,0.00,0.65,1.00,SIRA
"47,321",818.66,303.59,199.34,1.52,0.75,"47,878",245.46,0.72,0.99,0.89,0.81,0.01,0.00,0.65,1.00,SIRA
"47,323",824.30,318.00,190.35,1.67,0.80,"47,912",245.47,0.81,0.99,0.88,0.77,0.01,0.00,0.60,1.00,SIRA
"47,323",817.38,309.62,195.61,1.58,0.78,"47,767",245.47,0.81,0.99,0.89,0.79,0.01,0.00,0.63,0.99,SIRA
"47,327",825.85,321.68,188.34,1.71,0.81,"47,812",245.48,0.81,0.99,0.87,0.76,0.01,0.00,0.58,0.99,SIRA
"47,328",834.25,319.63,189.05,1.69,0.81,"47,850",245.48,0.78,0.99,0.85,0.77,0.01,0.00,0.59,1.00,SIRA
"47,331",823.68,318.96,190.16,1.68,0.80,"47,859",245.49,0.79,0.99,0.88,0.77,0.01,0.00,0.59,0.99,SIRA
"47,338",814.50,302.94,200.29,1.51,0.75,"47,946",245.50,0.77,0.99,0.90,0.81,0.01,0.00,0.66,0.99,SIRA
"47,344",827.64,325.06,185.91,1.75,0.82,"47,790",245.52,0.77,0.99,0.87,0.76,0.01,0.00,0.57,1.00,SIRA
"47,348",816.29,313.40,192.78,1.63,0.79,"47,850",245.53,0.69,0.99,0.89,0.78,0.01,0.00,0.61,1.00,SIRA
"47,357",822.10,311.82,194.18,1.61,0.78,"47,888",245.55,0.69,0.99,0.88,0.79,0.01,0.00,0.62,1.00,SIRA
"47,368",813.39,306.41,197.40,1.55,0.76,"47,773",245.58,0.81,0.99,0.90,0.80,0.01,0.00,0.64,1.00,SIRA
"47,389",809.93,299.22,202.11,1.48,0.74,"47,888",245.64,0.73,0.99,0.91,0.82,0.01,0.00,0.67,1.00,SIRA
"47,397",808.96,298.94,202.48,1.48,0.74,"47,836",245.66,0.71,0.99,0.91,0.82,0.01,0.00,0.68,1.00,SIRA
"47,423",818.69,298.33,203.31,1.47,0.73,"48,054",245.73,0.74,0.99,0.89,0.82,0.01,0.00,0.68,1.00,SIRA
"47,426",815.02,299.59,202.77,1.48,0.74,"48,072",245.73,0.81,0.99,0.90,0.82,0.01,0.00,0.67,0.99,SIRA
"47,439",833.07,315.24,192.58,1.64,0.79,"48,166",245.77,0.70,0.98,0.86,0.78,0.01,0.00,0.61,0.99,SIRA
"47,445",827.13,310.53,195.29,1.59,0.78,"47,955",245.78,0.70,0.99,0.87,0.79,0.01,0.00,0.63,1.00,SIRA
"47,446",835.60,321.13,188.42,1.70,0.81,"47,952",245.78,0.68,0.99,0.85,0.77,0.01,0.00,0.59,1.00,SIRA
"47,446",828.58,313.92,192.87,1.63,0.79,"47,949",245.78,0.70,0.99,0.87,0.78,0.01,0.00,0.61,1.00,SIRA
"47,450",825.97,321.95,188.45,1.71,0.81,"47,802",245.80,0.82,0.99,0.87,0.76,0.01,0.00,0.58,1.00,SIRA
"47,461",815.14,309.98,195.71,1.58,0.78,"47,952",245.82,0.75,0.99,0.90,0.79,0.01,0.00,0.63,1.00,SIRA
"47,463",817.82,303.34,199.82,1.52,0.75,"47,902",245.83,0.80,0.99,0.89,0.81,0.01,0.00,0.66,1.00,SIRA
"47,465",817.22,307.65,196.95,1.56,0.77,"47,955",245.83,0.70,0.99,0.89,0.80,0.01,0.00,0.64,1.00,SIRA
"47,480",809.48,308.17,197.17,1.56,0.77,"47,977",245.87,0.81,0.99,0.91,0.80,0.01,0.00,0.64,0.99,SIRA
"47,482",825.57,318.60,191.21,1.67,0.80,"48,063",245.88,0.70,0.99,0.88,0.77,0.01,0.00,0.60,0.99,SIRA
"47,490",814.31,313.41,193.55,1.62,0.79,"47,843",245.90,0.81,0.99,0.90,0.78,0.01,0.00,0.62,1.00,SIRA
"47,499",812.11,301.32,201.44,1.50,0.74,"47,906",245.92,0.81,0.99,0.91,0.82,0.01,0.00,0.67,1.00,SIRA
"47,500",827.37,308.75,196.37,1.57,0.77,"48,005",245.92,0.71,0.99,0.87,0.80,0.01,0.00,0.63,1.00,SIRA
"47,500",813.45,309.18,196.74,1.57,0.77,"48,001",245.92,0.79,0.99,0.90,0.80,0.01,0.00,0.63,0.99,SIRA
"47,520",817.32,306.17,198.41,1.54,0.76,"48,050",245.98,0.81,0.99,0.89,0.80,0.01,0.00,0.65,1.00,SIRA
"47,532",816.91,307.33,197.33,1.56,0.77,"47,942",246.01,0.71,0.99,0.90,0.80,0.01,0.00,0.64,1.00,SIRA
"47,544",814.95,302.30,200.82,1.51,0.75,"48,039",246.04,0.71,0.99,0.90,0.81,0.01,0.00,0.66,1.00,SIRA
"47,545",815.08,308.25,197.09,1.56,0.77,"48,066",246.04,0.74,0.99,0.90,0.80,0.01,0.00,0.64,1.00,SIRA
"47,551",821.03,314.54,192.97,1.63,0.79,"47,966",246.06,0.74,0.99,0.89,0.78,0.01,0.00,0.61,1.00,SIRA
"47,569",826.27,316.38,192.31,1.65,0.79,"48,097",246.10,0.80,0.99,0.88,0.78,0.01,0.00,0.61,1.00,SIRA
"47,571",852.29,330.86,185.33,1.79,0.83,"48,377",246.11,0.65,0.98,0.82,0.74,0.01,0.00,0.55,0.99,SIRA
"47,588",826.32,320.48,190.01,1.69,0.81,"48,159",246.15,0.75,0.99,0.88,0.77,0.01,0.00,0.59,1.00,SIRA
"47,590",821.81,312.53,195.33,1.60,0.78,"48,086",246.16,0.79,0.99,0.89,0.79,0.01,0.00,0.62,0.99,SIRA
"47,601",824.04,317.14,191.72,1.65,0.80,"48,185",246.19,0.72,0.99,0.88,0.78,0.01,0.00,0.60,1.00,SIRA
"47,604",816.60,307.60,197.57,1.56,0.77,"48,108",246.19,0.69,0.99,0.90,0.80,0.01,0.00,0.64,1.00,SIRA
"47,605",824.23,315.08,193.61,1.63,0.79,"48,477",246.20,0.79,0.98,0.88,0.78,0.01,0.00,0.61,0.99,SIRA
"47,608",823.37,321.73,189.37,1.70,0.81,"48,107",246.20,0.83,0.99,0.88,0.77,0.01,0.00,0.59,0.99,SIRA
"47,610",832.67,320.10,191.36,1.67,0.80,"48,271",246.21,0.74,0.99,0.86,0.77,0.01,0.00,0.59,0.99,SIRA
"47,629",819.07,307.06,197.91,1.55,0.76,"48,042",246.26,0.71,0.99,0.89,0.80,0.01,0.00,0.64,1.00,SIRA
"47,633",810.64,304.38,199.81,1.52,0.75,"48,114",246.27,0.76,0.99,0.91,0.81,0.01,0.00,0.65,1.00,SIRA
"47,636",820.63,319.48,190.33,1.68,0.80,"48,169",246.28,0.79,0.99,0.89,0.77,0.01,0.00,0.59,1.00,SIRA
"47,636",822.51,304.41,199.87,1.52,0.75,"48,193",246.28,0.70,0.99,0.88,0.81,0.01,0.00,0.65,1.00,SIRA
"47,636",825.83,313.23,194.29,1.61,0.78,"48,087",246.28,0.79,0.99,0.88,0.79,0.01,0.00,0.62,1.00,SIRA
"47,639",809.70,300.62,202.45,1.48,0.74,"48,092",246.28,0.80,0.99,0.91,0.82,0.01,0.00,0.67,1.00,SIRA
"47,644",817.35,301.61,201.75,1.49,0.74,"48,158",246.30,0.70,0.99,0.90,0.82,0.01,0.00,0.67,1.00,SIRA
"47,659",817.10,303.84,200.15,1.52,0.75,"48,134",246.34,0.71,0.99,0.90,0.81,0.01,0.00,0.66,1.00,SIRA
"47,659",810.03,299.93,202.88,1.48,0.74,"48,129",246.34,0.72,0.99,0.91,0.82,0.01,0.00,0.67,1.00,SIRA
"47,677",834.12,313.97,194.11,1.62,0.79,"48,354",246.38,0.78,0.99,0.86,0.78,0.01,0.00,0.62,1.00,SIRA
"47,679",820.38,296.50,205.63,1.44,0.72,"48,182",246.39,0.77,0.99,0.89,0.83,0.01,0.00,0.69,1.00,SIRA
"47,681",813.40,303.62,200.49,1.51,0.75,"48,101",246.39,0.71,0.99,0.91,0.81,0.01,0.00,0.66,1.00,SIRA
"47,687",837.57,320.61,189.96,1.69,0.81,"48,275",246.41,0.68,0.99,0.85,0.77,0.01,0.00,0.59,1.00,SIRA
"47,690",842.98,331.90,185.21,1.79,0.83,"48,566",246.42,0.73,0.98,0.84,0.74,0.01,0.00,0.55,0.99,SIRA
"47,705",824.39,311.90,195.59,1.59,0.78,"48,235",246.45,0.80,0.99,0.88,0.79,0.01,0.00,0.62,1.00,SIRA
"47,710",826.82,313.48,194.84,1.61,0.78,"48,176",246.47,0.81,0.99,0.88,0.79,0.01,0.00,0.62,0.99,SIRA
"47,712",812.84,296.49,205.12,1.45,0.72,"48,276",246.47,0.74,0.99,0.91,0.83,0.01,0.00,0.69,1.00,SIRA
"47,714",819.15,304.70,200.04,1.52,0.75,"48,326",246.48,0.73,0.99,0.89,0.81,0.01,0.00,0.65,1.00,SIRA
"47,714",812.28,305.66,199.28,1.53,0.76,"48,119",246.48,0.80,0.99,0.91,0.81,0.01,0.00,0.65,1.00,SIRA
"47,719",812.32,292.38,208.54,1.40,0.70,"48,183",246.49,0.73,0.99,0.91,0.84,0.01,0.00,0.71,1.00,SIRA
"47,747",827.42,308.64,198.96,1.55,0.76,"48,419",246.56,0.81,0.99,0.88,0.80,0.01,0.00,0.64,0.99,SIRA
"47,748",820.14,311.32,196.62,1.58,0.78,"48,219",246.57,0.80,0.99,0.89,0.79,0.01,0.00,0.63,0.99,SIRA
"47,753",822.43,305.65,199.84,1.53,0.76,"48,404",246.58,0.70,0.99,0.89,0.81,0.01,0.00,0.65,1.00,SIRA
"47,760",817.97,300.77,202.83,1.48,0.74,"48,238",246.60,0.80,0.99,0.90,0.82,0.01,0.00,0.67,1.00,SIRA
"47,763",837.15,311.18,196.23,1.59,0.78,"48,554",246.60,0.73,0.98,0.86,0.79,0.01,0.00,0.63,1.00,SIRA
"47,763",826.07,305.79,199.88,1.53,0.76,"48,313",246.60,0.69,0.99,0.88,0.81,0.01,0.00,0.65,0.99,SIRA
"47,767",817.14,297.57,205.64,1.45,0.72,"48,461",246.61,0.76,0.99,0.90,0.83,0.01,0.00,0.69,0.99,SIRA
"47,769",815.03,300.75,203.09,1.48,0.74,"48,160",246.62,0.75,0.99,0.90,0.82,0.01,0.00,0.67,1.00,SIRA
"47,771",823.47,308.24,198.91,1.55,0.76,"48,339",246.63,0.80,0.99,0.89,0.80,0.01,0.00,0.64,0.99,SIRA
"47,775",827.02,311.26,196.19,1.59,0.78,"48,371",246.64,0.77,0.99,0.88,0.79,0.01,0.00,0.63,1.00,SIRA
"47,783",820.60,311.42,196.68,1.58,0.78,"48,265",246.66,0.83,0.99,0.89,0.79,0.01,0.00,0.63,0.99,SIRA
"47,783",830.07,321.82,190.53,1.69,0.81,"48,430",246.66,0.68,0.99,0.87,0.77,0.01,0.00,0.59,0.99,SIRA
"47,792",834.92,324.56,188.73,1.72,0.81,"48,493",246.68,0.75,0.99,0.86,0.76,0.01,0.00,0.58,0.99,SIRA
"47,811",820.10,305.87,199.57,1.53,0.76,"48,317",246.73,0.81,0.99,0.89,0.81,0.01,0.00,0.65,1.00,SIRA
"47,817",812.95,298.20,204.65,1.46,0.73,"48,288",246.74,0.73,0.99,0.91,0.83,0.01,0.00,0.68,1.00,SIRA
"47,843",826.18,311.10,196.54,1.58,0.78,"48,357",246.81,0.70,0.99,0.88,0.79,0.01,0.00,0.63,1.00,SIRA
"47,856",830.69,314.36,195.42,1.61,0.78,"48,420",246.84,0.71,0.99,0.87,0.79,0.01,0.00,0.62,0.99,SIRA
"47,863",839.57,326.29,187.93,1.74,0.82,"48,519",246.86,0.77,0.99,0.85,0.76,0.01,0.00,0.57,0.99,SIRA
"47,867",833.81,320.15,190.98,1.68,0.80,"48,408",246.87,0.66,0.99,0.87,0.77,0.01,0.00,0.59,1.00,SIRA
"47,880",820.10,308.74,198.40,1.56,0.77,"48,356",246.91,0.73,0.99,0.89,0.80,0.01,0.00,0.64,1.00,SIRA
"47,881",826.80,323.84,189.50,1.71,0.81,"48,604",246.91,0.75,0.99,0.88,0.76,0.01,0.00,0.58,0.99,SIRA
"47,882",822.33,305.26,200.46,1.52,0.75,"48,404",246.91,0.71,0.99,0.89,0.81,0.01,0.00,0.65,1.00,SIRA
"47,884",832.39,322.80,189.69,1.70,0.81,"48,343",246.92,0.75,0.99,0.87,0.76,0.01,0.00,0.59,1.00,SIRA
"47,891",825.11,321.30,190.67,1.69,0.80,"48,361",246.93,0.79,0.99,0.88,0.77,0.01,0.00,0.59,1.00,SIRA
"47,894",815.47,307.77,199.12,1.55,0.76,"48,413",246.94,0.80,0.99,0.91,0.80,0.01,0.00,0.64,1.00,SIRA
"47,899",825.84,317.34,194.28,1.63,0.79,"48,932",246.96,0.79,0.98,0.88,0.78,0.01,0.00,0.61,0.99,SIRA
"47,910",827.29,324.61,188.52,1.72,0.81,"48,470",246.98,0.77,0.99,0.88,0.76,0.01,0.00,0.58,1.00,SIRA
"47,917",828.36,320.32,191.33,1.67,0.80,"48,522",247.00,0.67,0.99,0.88,0.77,0.01,0.00,0.59,1.00,SIRA
"47,919",815.39,306.39,200.23,1.53,0.76,"48,422",247.01,0.80,0.99,0.91,0.81,0.01,0.00,0.65,0.99,SIRA
"47,927",812.70,302.54,202.05,1.50,0.74,"48,298",247.03,0.71,0.99,0.91,0.82,0.01,0.00,0.67,1.00,SIRA
"47,927",824.55,307.19,199.47,1.54,0.76,"48,466",247.03,0.70,0.99,0.89,0.80,0.01,0.00,0.65,1.00,SIRA
"47,928",838.84,306.30,200.86,1.52,0.75,"48,754",247.03,0.80,0.98,0.86,0.81,0.01,0.00,0.65,0.99,SIRA
"47,934",828.95,312.38,196.59,1.59,0.78,"48,331",247.05,0.70,0.99,0.88,0.79,0.01,0.00,0.63,0.99,SIRA
"47,938",820.34,309.12,198.73,1.56,0.77,"48,478",247.06,0.76,0.99,0.90,0.80,0.01,0.00,0.64,0.99,SIRA
"47,938",828.67,317.94,192.90,1.65,0.79,"48,607",247.06,0.72,0.99,0.88,0.78,0.01,0.00,0.60,1.00,SIRA
"47,969",832.03,315.70,193.85,1.63,0.79,"48,501",247.14,0.75,0.99,0.87,0.78,0.01,0.00,0.61,1.00,SIRA
"47,974",807.21,288.90,212.42,1.36,0.68,"48,520",247.15,0.76,0.99,0.93,0.86,0.01,0.00,0.73,1.00,SIRA
"47,975",819.61,307.23,199.50,1.54,0.76,"48,460",247.15,0.79,0.99,0.90,0.80,0.01,0.00,0.65,1.00,SIRA
"47,976",828.08,315.51,194.26,1.62,0.79,"48,452",247.15,0.75,0.99,0.88,0.78,0.01,0.00,0.61,1.00,SIRA
"47,979",835.28,322.83,190.43,1.70,0.81,"48,790",247.16,0.80,0.98,0.86,0.77,0.01,0.00,0.59,0.99,SIRA
"47,982",830.47,325.11,188.40,1.73,0.81,"48,471",247.17,0.80,0.99,0.87,0.76,0.01,0.00,0.58,1.00,SIRA
"47,989",826.36,315.47,195.03,1.62,0.79,"48,580",247.19,0.82,0.99,0.88,0.78,0.01,0.00,0.61,0.99,SIRA
"47,993",825.31,316.27,194.75,1.62,0.79,"48,601",247.20,0.80,0.99,0.89,0.78,0.01,0.00,0.61,0.99,SIRA
"47,998",813.01,300.78,203.85,1.48,0.74,"48,467",247.21,0.78,0.99,0.91,0.82,0.01,0.00,0.68,1.00,SIRA
"48,002",848.36,329.95,186.37,1.77,0.83,"48,617",247.22,0.68,0.99,0.84,0.75,0.01,0.00,0.56,0.99,SIRA
"48,006",823.96,314.30,195.23,1.61,0.78,"48,552",247.23,0.75,0.99,0.89,0.79,0.01,0.00,0.62,1.00,SIRA
"48,011",821.83,295.86,208.05,1.42,0.71,"48,640",247.24,0.72,0.99,0.89,0.84,0.01,0.00,0.70,0.99,SIRA
"48,027",832.70,311.92,197.36,1.58,0.77,"48,676",247.29,0.70,0.99,0.87,0.79,0.01,0.00,0.63,0.99,SIRA
"48,044",824.55,317.72,192.88,1.65,0.79,"48,442",247.33,0.81,0.99,0.89,0.78,0.01,0.00,0.61,1.00,SIRA
"48,046",836.66,333.37,183.71,1.81,0.83,"48,444",247.33,0.79,0.99,0.86,0.74,0.01,0.00,0.55,1.00,SIRA
"48,053",825.87,303.52,202.56,1.50,0.74,"48,678",247.35,0.72,0.99,0.89,0.81,0.01,0.00,0.66,1.00,SIRA
"48,054",832.68,317.02,193.59,1.64,0.79,"48,596",247.35,0.69,0.99,0.87,0.78,0.01,0.00,0.61,1.00,SIRA
"48,061",825.00,310.09,198.97,1.56,0.77,"48,721",247.37,0.77,0.99,0.89,0.80,0.01,0.00,0.64,0.99,SIRA
"48,063",840.63,307.91,200.32,1.54,0.76,"48,816",247.38,0.68,0.98,0.85,0.80,0.01,0.00,0.65,0.99,SIRA
"48,077",833.14,317.36,193.82,1.64,0.79,"48,506",247.41,0.67,0.99,0.87,0.78,0.01,0.00,0.61,1.00,SIRA
"48,078",824.23,305.27,201.43,1.52,0.75,"48,604",247.42,0.68,0.99,0.89,0.81,0.01,0.00,0.66,1.00,SIRA
"48,082",821.10,301.02,204.21,1.47,0.73,"48,524",247.43,0.71,0.99,0.90,0.82,0.01,0.00,0.68,1.00,SIRA
"48,087",821.86,312.67,196.19,1.59,0.78,"48,487",247.44,0.74,0.99,0.89,0.79,0.01,0.00,0.63,1.00,SIRA
"48,094",827.73,314.46,195.05,1.61,0.78,"48,648",247.46,0.79,0.99,0.88,0.79,0.01,0.00,0.62,1.00,SIRA
"48,099",857.14,332.69,185.41,1.79,0.83,"48,867",247.47,0.73,0.98,0.82,0.74,0.01,0.00,0.55,0.99,SIRA
"48,099",824.54,303.50,202.92,1.50,0.74,"48,609",247.47,0.72,0.99,0.89,0.82,0.01,0.00,0.66,0.99,SIRA
"48,101",825.80,310.77,197.60,1.57,0.77,"48,685",247.48,0.74,0.99,0.89,0.80,0.01,0.00,0.63,1.00,SIRA
"48,121",835.25,315.38,195.10,1.62,0.79,"48,604",247.53,0.80,0.99,0.87,0.78,0.01,0.00,0.62,1.00,SIRA
"48,123",821.42,307.13,200.06,1.54,0.76,"48,634",247.53,0.70,0.99,0.90,0.81,0.01,0.00,0.65,1.00,SIRA
"48,130",840.55,331.54,185.50,1.79,0.83,"48,617",247.55,0.65,0.99,0.86,0.75,0.01,0.00,0.56,1.00,SIRA
"48,141",824.64,319.66,193.30,1.65,0.80,"48,811",247.58,0.80,0.99,0.89,0.77,0.01,0.00,0.60,0.99,SIRA
"48,161",826.05,314.00,196.17,1.60,0.78,"48,722",247.63,0.80,0.99,0.89,0.79,0.01,0.00,0.62,1.00,SIRA
"48,162",831.08,314.98,195.61,1.61,0.78,"48,903",247.63,0.67,0.98,0.88,0.79,0.01,0.00,0.62,1.00,SIRA
"48,165",833.02,321.29,191.62,1.68,0.80,"48,695",247.64,0.70,0.99,0.87,0.77,0.01,0.00,0.59,1.00,SIRA
"48,168",826.88,315.97,194.80,1.62,0.79,"48,644",247.65,0.71,0.99,0.89,0.78,0.01,0.00,0.61,1.00,SIRA
"48,170",816.59,304.26,202.13,1.51,0.75,"48,649",247.65,0.72,0.99,0.91,0.81,0.01,0.00,0.66,1.00,SIRA
"48,173",819.10,303.43,202.78,1.50,0.74,"48,699",247.66,0.81,0.99,0.90,0.82,0.01,0.00,0.67,1.00,SIRA
"48,182",822.92,308.50,199.72,1.54,0.76,"48,774",247.68,0.80,0.99,0.89,0.80,0.01,0.00,0.64,1.00,SIRA
"48,185",837.67,317.99,194.05,1.64,0.79,"48,851",247.69,0.69,0.99,0.86,0.78,0.01,0.00,0.61,0.99,SIRA
"48,192",837.34,315.08,195.94,1.61,0.78,"48,921",247.71,0.68,0.99,0.86,0.79,0.01,0.00,0.62,0.99,SIRA
"48,195",835.43,319.73,193.51,1.65,0.80,"49,056",247.72,0.72,0.98,0.87,0.77,0.01,0.00,0.60,0.99,SIRA
"48,201",825.63,303.29,203.77,1.49,0.74,"48,836",247.73,0.73,0.99,0.89,0.82,0.01,0.00,0.67,0.99,SIRA
"48,212",826.36,309.64,199.29,1.55,0.77,"48,777",247.76,0.68,0.99,0.89,0.80,0.01,0.00,0.64,0.99,SIRA
"48,212",818.74,301.85,204.51,1.48,0.74,"48,763",247.76,0.79,0.99,0.90,0.82,0.01,0.00,0.67,0.99,SIRA
"48,215",842.87,318.96,193.52,1.65,0.79,"48,821",247.77,0.68,0.99,0.85,0.78,0.01,0.00,0.60,0.99,SIRA
"48,217",825.42,307.62,200.33,1.54,0.76,"48,799",247.77,0.70,0.99,0.89,0.81,0.01,0.00,0.65,1.00,SIRA
"48,226",821.19,305.64,201.36,1.52,0.75,"48,664",247.80,0.78,0.99,0.90,0.81,0.01,0.00,0.66,1.00,SIRA
"48,230",826.69,307.48,201.11,1.53,0.76,"48,983",247.81,0.79,0.98,0.89,0.81,0.01,0.00,0.65,0.99,SIRA
"48,233",837.45,323.24,191.46,1.69,0.81,"48,934",247.81,0.70,0.99,0.86,0.77,0.01,0.00,0.59,0.99,SIRA
"48,238",823.67,301.32,204.60,1.47,0.73,"48,845",247.83,0.70,0.99,0.89,0.82,0.01,0.00,0.68,1.00,SIRA
"48,238",845.75,326.25,189.29,1.72,0.81,"48,905",247.83,0.71,0.99,0.85,0.76,0.01,0.00,0.58,0.99,SIRA
"48,239",830.26,315.73,195.34,1.62,0.79,"48,756",247.83,0.82,0.99,0.88,0.78,0.01,0.00,0.62,1.00,SIRA
"48,240",818.36,305.82,201.72,1.52,0.75,"48,935",247.83,0.72,0.99,0.91,0.81,0.01,0.00,0.66,1.00,SIRA
"48,246",828.05,307.85,200.95,1.53,0.76,"48,922",247.85,0.74,0.99,0.88,0.81,0.01,0.00,0.65,0.99,SIRA
"48,263",838.69,304.74,202.79,1.50,0.75,"48,922",247.89,0.71,0.99,0.86,0.81,0.01,0.00,0.66,0.99,SIRA
"48,266",817.34,304.68,202.28,1.51,0.75,"48,780",247.90,0.81,0.99,0.91,0.81,0.01,0.00,0.66,1.00,SIRA
"48,280",815.56,304.12,202.44,1.50,0.75,"48,680",247.94,0.81,0.99,0.91,0.82,0.01,0.00,0.66,1.00,SIRA
"48,314",829.74,317.81,194.21,1.64,0.79,"48,864",248.02,0.74,0.99,0.88,0.78,0.01,0.00,0.61,1.00,SIRA
"48,318",837.42,331.80,186.13,1.78,0.83,"48,783",248.03,0.69,0.99,0.87,0.75,0.01,0.00,0.56,1.00,SIRA
"48,319",826.39,306.06,203.23,1.51,0.75,"48,777",248.04,0.78,0.99,0.89,0.81,0.01,0.00,0.66,0.99,SIRA
"48,321",811.49,289.39,213.18,1.36,0.68,"48,773",248.04,0.78,0.99,0.92,0.86,0.01,0.00,0.73,1.00,SIRA
"48,325",831.51,310.14,198.86,1.56,0.77,"48,774",248.05,0.70,0.99,0.88,0.80,0.01,0.00,0.64,1.00,SIRA
"48,327",837.93,313.57,196.78,1.59,0.78,"48,960",248.06,0.69,0.99,0.86,0.79,0.01,0.00,0.63,1.00,SIRA
